Id_Curso;Disponibilidad;Fecha Creacion;Fecha Publicacion;Duracion;Origen;Idioma;Contenido;Tipo Curso;Costo;Encargado;Id Categoria ;Experto ;Titulo;Descripcion;Proveedor;Proposito formacion;Area de conocimiento ;Tipo contenido 
SUM_SA_005_0190;Y;;;;;;;VIRTUAL;;;SA_005;;Crear formulario;;;;;
SUM_SA_005_0191;Y;;;;;;;VIRTUAL;;;SA_005;;Registro con VBA;;;;;
SUM_SA_005_0192;Y;;;;;;;VIRTUAL;;;SA_005;;Ejecución del formulario;;;;;
SUM_SA_005_0193;Y;;;;;;;VIRTUAL;;;SA_005;;Múltiples PDFs con macros;;;;;
CLS_SA_003_0005;Y;;;;;;;VIRTUAL;;;SA_003;;Programa de Prevención de caídas Centro américa;;;;;
CEM_SA_003_0582;Y;;;;;;;VIRTUAL;;;SA_003;;Yo prometo cuidar mi cuerpo: Prevención del consumo de drogas, alcohol y tabaco - Externo;;;;;
GRA_SA_002_0059;N;;;;;;;VIRTUAL;;;SA_002;;"Curso Anual de Conducta ""El Poder de tu Decisión""- Segunda temporada";;;;;
CLS_SA_002_0006;Y;;;;;;;VIRTUAL;;;SA_002;;Derechos Humanos;;;;;
CLS_SA_002_0010;Y;;;;;;;VIRTUAL;;;SA_002;;Servicio al cliente;;;;;
CLS_SA_002_0019;Y;;;;;;;VIRTUAL;;;SA_002;;Comprometidos - Celsia;;;;;
CLS_SA_005_0056;Y;;;;;;;VIRTUAL;;;SA_005;;Capacitación en office 365 - Externo;;;;;
GRA_SA_001_0013;Y;;;;;;;PRES;;;SA_001;;Competencias: Habilidad Comunicacional;;;;;
GRA_SA_002_0001;Y;;;;;;;PRES;;;SA_002;;Programa de Ética Empresarial - Externo;;;;;
19003;Y;;;;;;;VIRTUAL;;;SA_002;;Manual de Contratación M3;;;;;
21001;Y;;;;;;;VIRTUAL;;;SA_002;;Examen Manual de Contratación;;;;;
19002;Y;;;;;;;VIRTUAL;;;SA_002;;Manual de Contratación M2;;;;;
19001;Y;;;;;;;VIRTUAL;;;;;Manual de Contratación M1;;;;;
CLS_SA_002_0062;Y;;;;;;;VIRTUAL;;;SA_002;;Socialización Informe de Riesgos Globales - Externo;;;;;
CEM_SA_003_0048;N;;;;;;;VIRTUAL;;;SA_003;;Ergonomía para el trabajo - Externo;;;;;
CLS_SA_007_0271;N;;;;;;;VIRTUAL;;;SA_007;;Novasec - Módulo Hallazgos - Externo;;;;;
CLS_SA_007_0243;N;;;;;;;PRES;;;SA_007;;Talleres Experiencia de servicio (Servicio Wow);;;;;
CLS_SA_007_0257;N;;;;;;;PRES;;;SA_007;;Mindset Digital;;;;;
CLS_SA_005_0044;Y;;;;;;;VIRTUAL;;;SA_005;;DEVOPS aplicado a enfoques adaptativos y MS Project - Externo;;;;;
STRUCTURALIA_1219;Y;;;;;;;VIRTUAL;;;SA_002;;Metodología (Ágil) Agile y Scrum en gestión de proyectos;;;;;
STRUCTURALIA_1343;Y;;;;;;;VIRTUAL;;;SA_002;;EPC. Gestión y control del proyecto I;;;;;
STRUCTURALIA_14146;Y;;;;;;;VIRTUAL;;;SA_012;;Inglés. Videopíldora. Nivel A1;;;;;
SUM_SA_012_0104;Y;;;;;;;VIRTUAL;;;SA_012;;"Llega a Summa Inglés CommUnity: ""Cómo sonar como un nativo en inglés en 15 minutos""";;;;;
CLS_SA_002_0037;Y;;;;;;;VIRTUAL;;;SA_002;;Inteligencia Emocional para equipo de oficinas de atención al cliente - Externo;;;;;
CLS_SA_007_0187;Y;;;;;;;VIRTUAL;;;SA_007;;SCRUM - Externo;;;;;
CLS_SA_007_0185;Y;;;;;;;VIRTUAL;;;SA_007;;Kickoff del Proyecto Movilizadores Metodológicos - Externo;;;;;
CLS_SA_007_0188;Y;;;;;;;VIRTUAL;;;SA_007;;Entrenamiento en Facilitación - Externo;;;;;
CLS_SA_007_0186;Y;;;;;;;VIRTUAL;;;SA_007;;Learn by Doing - Externo;;;;;
CLS_SA_001_0057;Y;;;;;;;VIRTUAL;;;SA_001;;Storytelling;;;;;
CLS_SA_001_0040;Y;;;;;;;VIRTUAL;;;SA_001;;Módulo 4: Amantes al diseño;;;;;
UBITS_0122;Y;;;;;;;VIRTUAL;;;SA_001;;Conocimiento de uno mismo;;;;;
UBITS_0141;Y;;;;;;;VIRTUAL;;;SA_001;;Habilidades para tener accountability;;;;;
COURSERA_3156;Y;;;;;;;VIRTUAL;;;SA_001;;Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional;;;;;
COURSERA_3263;Y;;;;;;;VIRTUAL;;;SA_001;;Estilos de Liderazgo: opciones para avanzar en desafíos complejos;;;;;
COURSERA_3163;Y;;;;;;;VIRTUAL;;;SA_002;;Negociación exitosa: Estrategias y habilidades esenciales (en español);;;;;
CEM_SA_009_0250;Y;;;;;;;VIRTUAL;;;SA_009;;Atencion al cliente;;;;;
CEM_SA_001_0122;Y;;;;;;;PRES;;;SA_001;;Workshop Gestión por las Directrices;;;;;
CEM_SA_003_0461;Y;;;;;;;VIRTUAL;;;SA_003;;Curso de prevención de consumo de alcohol y drogas en el contexto laboral;;;;;
STRUCTURALIA_1159;Y;;;;;;;VIRTUAL;;;SA_004;;Finanzas para no financieros (contabilidad, análisis de inversiones y más);;;;;
CLS_SA_007_0021;Y;;;;;;;PRES;;;SA_007;;Taller de Arboricultura;;;;;
CLS_SA_007_0041;Y;;;;;;;VIRTUAL;;;SA_007;;CURSO RCM-R - Externo;;;;;
CLS_SA_007_0041;Y;;;;;;;PRES;;;SA_007;;Congreso de Derecho Laboral - Cámara de Comercio de Medellín;;;;;
UBITS_0126;Y;;;;;;;VIRTUAL;;;SA_001;;¿Mentalidad cuadrada?: desarrolla tu adaptabilidad;;;;;
UBITS_0027;Y;;;;;;;VIRTUAL;;;SA_002;;Iníciate en el método Lean Startup;;;;;
UBITS_0066;Y;;;;;;;VIRTUAL;;;SA_001;;Feedforward: retroalimentación para el futuro;;;;;
UBITS_0038;Y;;;;;;;VIRTUAL;;;SA_001;;Autoconocimiento y liderazgo;;;;;
UBITS_0107;Y;;;;;;;VIRTUAL;;;SA_001;;5 tips para equilibrar vida profesional y personal;;;;;
CLS_SA_007_0079;N;;;;;;;VIRTUAL;;;SA_007;;Entrenamiento en el Rol Celsia - Externo;;;;;
CLS_SA_003_0058;N;;;;;;;VIRTUAL;;;SA_003;;Principios Rectores 17-21 y Debida Diligencia en DDHH - Externo;;;;;
GRA_SA_002_0030;N;;;;;;;VIRTUAL;;;SA_002;;Inducción Corporativa Grupo Empresarial ARGOS;;;;;
COURSERA_3143;N;;;;;;;VIRTUAL;;;SA_001;;Ser más creativos;;;;;
CLS_SA_001_0029;N;;;;;;;VIRTUAL;;;SA_001;;Conversaciones de Buena Energía – Etapa 3;;;;;
CLS_SA_002_0020;N;;;;;;;VIRTUAL;;;SA_002;;Nuestra organización - Celsia;;;;;
CLS_SA_001_0027;N;;;;;;;VIRTUAL;;;SA_001;;Conversaciones de Buena Energía – Etapa 2;;;;;
CLS_SA_001_0025;N;;;;;;;VIRTUAL;;;SA_001;;Conversaciones de Buena Energía- Etapa 1;;;;;
CLS_SA_002_0012;N;;;;;;;PRES;;;SA_002;;Conozcamos nuestro programa de Bienestar;;;;;
CLS_SA_002_0014;N;;;;;;;PRES;;;SA_002;;Conozcamos nuestra nómina;;;;;
CLS_SA_003_0056;N;;;;;;;VIRTUAL;;;SA_003;;Capacitación en Debida Diligencia en DDHH / Principios Rectores de la ONU - Externo;;;;;
SUM_SA_005_0054;N;;;;;;;VIRTUAL;;;SA_005;;Microsoft Project - Externo;;;;;
CLS_SA_002_0009;N;;;;;;;VIRTUAL;;;SA_002;;Reconexión E4;;;;;
SUM_SA_012_0018;N;;;;;;;VIRTUAL;;;SA_012;;Abril- Junio - EF - Externo;;;;;
SUM_SA_012_0019;N;;;;;;;VIRTUAL;;;SA_012;;Julio- Septiembre - EF - Externo;;;;;
CLA_SA_002_0062;N;;;;;;;VIRTUAL;;;SA_001;;Curso Introductorio de Liderazgo CELSIA - Externo;;;;;
CLS_SA_002_0033;N;;;;;;;VIRTUAL;;;SA_002;;Manejo de Crisis;;;;;
CLS_SA_002_0014;N;;;;;;;VIRTUAL;;;SA_002;;Herramientas de innovación para la solución de problemas. Creative Problem Solving (CPS);;;;;
CLS_SA_002_0011;N;;;;;;;VIRTUAL;;;SA_002;;Ingenieria de Procesos y Diseño Organizacional;;;;;
CLS_SA_002_0030;N;;;;;;;VIRTUAL;;;SA_002;;Conozcamos nuestro programa de sostenibilidad;;;;;
ODI_SA_005_0006;N;;;;;;;VIRTUAL;;;SA_005;;TEAMS: Comunicación, colaboración y llamadas por Teams. Tips  de comunicación;;;;;
CLS_SA_003_0061;N;;;;;;;PRES;;;SA_003;;Principios IFC;;;;;
CLS_SA_003_0034;N;;;;;;;PRES;;;SA_003;;Prevencion del cunsumo del alcohol y sustancias psicoactivas;;;;;
CLS_SA_002_0065;N;;;;;;;PRES;;;SA_002;;Programa de Cumplimiento con énfasis en debida diligencia;;;;;
CLS_SA_007_0002;N;;;;;;;VIRTUAL;;;SA_007;;Modulo 1 - Protecciones Eléctricas de un Generador;;;;;
CLS_SA_007_0004;N;;;;;;;VIRTUAL;;;SA_007;;Modulo 3 - Protecciones Eléctricas de un Generador;;;;;
CLS_SA_002_0031;N;;;;;;;VIRTUAL;;;SA_007;;Energía Eólica;;;;;
CLS_SA_007_0003;N;;;;;;;VIRTUAL;;;SA_007;;Modulo 2 - Protecciones Eléctricas de un Generador;;;;;
CLS_SA_002_0061;N;;;;;;;PRES;;;SA_002;;Implementación SAGRILAFT - Externo;;;;;
CEM_SA_003_0100;N;;;;;;;VIRTUAL;;;SA_003;;EPP avanzado;;;;;
CLS_SA_003_0063;N;;;;;;;VIRTUAL;;;SA_003;;Curso Energías Peligrosas;;;;;
CLS_SA_007_0235;N;;;;;;;VIRTUAL;;;SA_007;;Mantenimiento activos eléctricos;;;;;
CLS_SA_003_0031;N;;;;;;;VIRTUAL;;;SA_003;;Formacion Riesgo Biológico - Externo;;;;;
CLS_SA_007_0254;N;;;;;;;PRES;;;SA_007;;Entrenamiento en Python Básico;;;;;
SUM_SA_012_0021;Y;;;;;;;VIRTUAL;;;SA_012;;Customer Experience - External;;;;;
SUM_SA_012_0036;Y;;;;;;;VIRTUAL;;;SA_012;;Learning languages without Language Schools: How? - External;;;;;
CLS_SA_007_0290;Y;;;;;;;VIRTUAL;;;SA_007;;Baterías de Hidrogeno;;;;;
SUM_SA_005_0007;Y;;;;;;;VIRTUAL;;;SA_005;;Módulo de aprendizaje SuccessFactors;;;;;
STRUCTURALIA_1163;Y;;;;;;;VIRTUAL;;;SA_006;;Logística integral y gestión de la cadena de suministro;;;;;
STRUCTURALIA_14012;Y;;;;;;;VIRTUAL;;;SA_005;;Introducción a la inteligencia de negocio (2022);;;;;
ODI_SA_002_0037;Y;;;;;;;VIRTUAL;;;SA_002;;Herramientas para presentaciones en Power Point corporativas aplicación de Marca Odinsa;;;;;
SUM_SA_003_0005;Y;;;;;;;VIRTUAL;;;SA_003;;Programa riesgo psicosocial;;;;;
CLS_SA_007_0249;Y;;;;;;;VIRTUAL;;;SA_007;;Reglamento técnico de instalaciones eléctricas - RETIE;;;;;
GRA_SA_001_0016;Y;;;;;;;VIRTUAL;;;SA_001;;Programa de Mentoría: Módulo 1;;;;;
CLS_SA_007_0083;Y;;;;;;;VIRTUAL;;;SA_007;;Facturación electronica: plataforma efactura - External;;;;;
STRUCTURALIA_1074;Y;;;;;;;VIRTUAL;;;SA_007;;Generación solar;;;;;
COURSERA_3118;Y;;;;;;;VIRTUAL;;;SA_004;;Finanzas personales;;;;;
SUM_SA_002_0025;Y;;;;;;;VIRTUAL;;;SA_002;;Entrenamiento en el cargo – Summa - Externo;;;;;
GRA_SA_003_0073;Y;;;;;;;PRES;;;SA_003;;Desarrollo de capacidades Voluntarios Conecta;;;;;
CLS_SA_007_0090;Y;;;;;;;VIRTUAL;;;SA_007;;Formaciones recurrentes Servicio al cliente - Externo;;;;;
CLS_SA_007_0238;Y;;;;;;;VIRTUAL;;;SA_007;;Aseguramiento del servicio;;;;;
SUM_SA_003_0497;Y;;;;;;;VIRTUAL;;;SA_003;;Preparación para emergencias - Externo;;;;;
SUM_SA_003_0025;Y;;;;;;;VIRTUAL;;;SA_003;;Movilidad Segura - Externo;;;;;
CLS_SA_007_0059;Y;;;;;;;VIRTUAL;;;SA_007;;Diagnóstico y Mantenimiento transformadores de Distribución - Externo;;;;;
CLS_SA_007_0055;Y;;;;;;;VIRTUAL;;;SA_007;;Procesos y Procedimiento Redes - Externo;;;;;
CLS_SA_007_0062;Y;;;;;;;VIRTUAL;;;SA_007;;UIETD - Externo;;;;;
CLS_SA_007_0026;Y;;;;;;;VIRTUAL;;;SA_007;;Curso WFM;;;;;
SUM_SA_003_0002;Y;;;;;;;VIRTUAL;;;SA_003;;Optimiza desde hoy el manejo de tus finanzas personales;;;;;
GRA_SA_003_0053;Y;;;;;;;PRES;;;SA_003;;Trabajo seguro en alturas para el sector Forestal;;;;;
CEM_SA_003_0311;Y;;;;;;;VIRTUAL;;;SA_002;;Adoptando la gestión de riesgos;;;;;
STRUCTURALIA_1153;Y;;;;;;;VIRTUAL;;;SA_004;;Finanzas para no financieros. Sector Energía;;;;;
GRA_SA_003_0010;Y;;;;;;;VIRTUAL;;;SA_003;;Cambio climático en las organizaciones - Externo;;;;;
CLS_SA_007_0284;Y;;;;;;;VIRTUAL;;;SA_007;;ISO 55001 Gestión de Activos - Certificación auditor interno - Externo;;;;;
CLS_SA_007_0046;Y;;;;;;;VIRTUAL;;;SA_007;;Entrenamientos para equipo Gestores Administrativo (apoyo a servicio al cliente) - Externo;;;;;
SUM_SA_015_0064;Y;;;;;;;VIRTUAL;;;SA_015;;Comunicación consciente;;;;;
CEM_SA_005_0184;Y;;;;;;;VIRTUAL;;;SA_004;;DC060 Gestión de las obligaciones tributarias Argos;;;;;
CEM_SA_001_0473;Y;;;;;;;VIRTUAL;;;SA_001;;Módulo 4: Comunicar los resultados;;;;;
CEM_SA_002_0491;Y;;;;;;;VIRTUAL;;;SA_002;;Lánzate a la Innovación con Design Thinking;;;;;
CLS_SA_007_0093;Y;;;;;;;VIRTUAL;;;SA_007;;Seguridad Vial - Externo;;;;;
CLS_SA_007_0255;Y;;;;;;;PRES;;;SA_007;;Entrenamiento en Python (Intermedio);;;;;
CLS_SA_007_0142;Y;;;;;;;PRES;;;SA_002;;Scrum Master;;;;;
CEM_SA_003_0458;Y;;;;;;;PRES;;;SA_003;;Fortalecimiento ciclo Disciplina Operativa;;;;;
CLS_SA_003_0053;Y;;;;;;;VIRTUAL;;;SA_003;;Disciplina Operativa - Externo;;;;;
CLS_SA_003_0054;Y;;;;;;;VIRTUAL;;;SA_003;;Yo elijo observar - Externo;;;;;
STRUCTURALIA_14156;Y;;;;;;;VIRTUAL;;;SA_004;;Gestión financiera de proyectos;;;;;
CLS_SA_007_0119;Y;;;;;;;VIRTUAL;;;SA_007;;Seminario virtual: Acoso laboral, comités de convivencia y pautas de negociación - Externo;;;;;
CLS_SA_003_0052;Y;;;;;;;PRES;;;SA_003;;El vehículo y la seguridad vial;;;;;
CLS_SA_007_0082;Y;;;;;;;VIRTUAL;;;SA_007;;Coordinación de protecciones - Externo;;;;;
CLS_SA_007_0232;Y;;;;;;;VIRTUAL;;;SA_007;;Módulo 1: Conceptos y contexto operacional Celsia;;;;;
CLS_SA_007_0104;Y;;;;;;;VIRTUAL;;;SA_007;;Gestión Riesgo Químico - Externo;;;;;
CEM_SA_002_0494;Y;;;;;;;VIRTUAL;;;SA_002;;Design Thinking Fundamentals;;;;;
ODI_SA_011_0001;Y;;;;;;;VIRTUAL;;;SA_011;;Odinsa Talks - Alex Amalfi;;;;;
SUM_SA_006_0007;Y;;;;;;;VIRTUAL;;;SA_006;;Completar Pedidos a Través de Ariba para compradores - Celsia;;;;;
CLS_SA_002_0038;Y;;;;;;;PRES;;;SA_002;;21° Congreso de servicios públicos, TIC y TV - Externo;;;;;
CEM_SA_001_0012;Y;;;;;;;VIRTUAL;;;SA_001;;Camino del Viajero Tipología 1;;;;;
CLS_SA_001_0067;Y;;;;;;;VIRTUAL;;;SA_001;;Mentoría individual 1;;;;;
CLS_SA_001_0066;Y;;;;;;;VIRTUAL;;;SA_001;;Lanzamiento del programa;;;;;
CLS_SA_001_0037;Y;;;;;;;VIRTUAL;;;SA_001;;Módulo 1: La marca personal;;;;;
CLS_SA_001_0070;Y;;;;;;;VIRTUAL;;;SA_001;;Sesión 2.  Nuestros sesgos;;;;;
CLS_SA_001_0072;Y;;;;;;;VIRTUAL;;;SA_001;;Sesión 3  Construcción de confianza;;;;;
CLS_SA_001_0021;Y;;;;;;;PRES;;;SA_001;;Mentoría grupal 3 Pilares de la confianza - Externo;;;;;
CLS_SA_001_0071;Y;;;;;;;VIRTUAL;;;SA_001;;Mentoría grupal 2 Sesgos - Externo;;;;;
CLS_SA_007_0156;Y;;;;;;;VIRTUAL;;;SA_007;;Consulta C2M - Externo;;;;;
CEM_SA_001_0082;Y;;;;;;;VIRTUAL;;;SA_001;;Habilidades de negociación y comunicación efectiva;;;;;
CLS_SA_007_0087;Y;;;;;;;VIRTUAL;;;SA_005;;Capacitación módulos de Seyva - Externo;;;;;
STRUCTURALIA_1218;Y;;;;;;;VIRTUAL;;;SA_005;;Introducción al Big Data 1.0;;;;;
STRUCTURALIA_1305;Y;;;;;;;VIRTUAL;;;SA_001;;Orientación al cliente;;;;;
CEM_SA_003_0173;Y;;;;;;;VIRTUAL;;;SA_003;;Trabajo en alturas avanzado;;;;;
CEM_SA_005_0183;Y;;;;;;;VIRTUAL;;;SA_004;;DC010 realizar registros contables en SAP Argos;;;;;
CLS_SA_007_0089;Y;;;;;;;VIRTUAL;;;SA_007;;Protecciones y telecontrol SEL - Externo;;;;;
STRUCTURALIA_1078;Y;;;;;;;VIRTUAL;;;SA_007;;Ingeniería y gestión del mantenimiento de centrales eléctricas;;;;;
STRUCTURALIA_1085;Y;;;;;;;VIRTUAL;;;SA_007;;Operación y mantenimiento de centrales renovables;;;;;
STRUCTURALIA_1083;Y;;;;;;;VIRTUAL;;;SA_007;;Operación y mantenimiento de centrales hidráulicas;;;;;
STRUCTURALIA_1076;Y;;;;;;;VIRTUAL;;;SA_007;;Gestión del proyecto y construcción de infraestructuras eléctricas de alta tensión;;;;;
STRUCTURALIA_1071;Y;;;;;;;VIRTUAL;;;SA_007;;Fundamentos físicos y tecnológicos de centrales eléctricas;;;;;
STRUCTURALIA_1097;Y;;;;;;;VIRTUAL;;;SA_007;;Técnicas de mantenimiento de líneas aéreas de alta tensión;;;;;
STRUCTURALIA_1086;Y;;;;;;;VIRTUAL;;;SA_007;;Operación y mantenimiento en centrales de combustible fósil;;;;;
STRUCTURALIA_1084;Y;;;;;;;VIRTUAL;;;SA_007;;Operación y mantenimiento de centrales nucleares;;;;;
STRUCTURALIA_14065;Y;;;;;;;VIRTUAL;;;SA_011;;Telecomunicaciones. Conceptos Generales;;;;;
STRUCTURALIA_17001;Y;;;;;;;VIRTUAL;;;SA_007;;Energía solar fotovoltaica;;;;;
CLS_SA_007_0276;Y;;;;;;;VIRTUAL;;;SA_007;;Capacitación en el uso de la plataforma PARE - Externo;;;;;
STRUCTURALIA_14167;Y;;;;;;;VIRTUAL;;;SA_005;;Programación con código: Python;;;;;
CLS_SA_007_0045;Y;;;;;;;VIRTUAL;;;SA_007;;Capacitación de SAP-Abastecimiento - Externo;;;;;
UBITS_0025;Y;;;;;;;VIRTUAL;;;SA_002;;Pasos para definir el horizonte de innovación;;;;;
CLS_SA_003_0018;Y;;;;;;;PRES;;;SA_003;;Directrices de Manejo Arboricultural Tolima;;;;;
SUM_SA_001_0128;Y;;;;;;;VIRTUAL;;;SA_001;;Adaptación en entornos de transformación;;;;;
CEM_SA_001_0472;Y;;;;;;;VIRTUAL;;;SA_001;;Módulo 3: Definir las prioridades;;;;;
SUM_SA_015_0148;Y;;;;;;;VIRTUAL;;;SA_015;;VDT: Resiliencia;;;;;
STRUCTURALIA_14094;Y;;;;;;;VIRTUAL;;;SA_001;;Gestión eficaz del tiempo y la efectividad profesional;;;;;
STRUCTURALIA_1220;Y;;;;;;;VIRTUAL;;;SA_005;;Drones. Diseño y construcción de un dron de competición en FPV;;;;;
CLS_SA_007_0131;Y;;;;;;;VIRTUAL;;;SA_007;;Gestión facturación - propios - Externo;;;;;
CLS_SA_003_0021;Y;;;;;;;PRES;;;SA_003;;Yec Silvicultura;;;;;
CLS_SA_003_0061;N;;;;;;;VIRTUAL;;;SA_003;;Conversatorio con Claudia Palacios - Externo;;;;;
CLS_SA_007_0253;N;;;;;;;PRES;;;SA_007;;Programa Análisis de Datos con Power BI (SENA);;;;;
CLS_SA_007_0272;N;;;;;;;VIRTUAL;;;SA_007;;Herramientas de productividad 2.0;;;;;
SUM_SA_001_0002;N;;;;;;;VIRTUAL;;;SA_001;;SuccessFactors - Objetivos de desempeño;;;;;
SUM_SA_005_0107;N;;;;;;;VIRTUAL;;;SA_005;;Introducción a Excel y conceptos básicos;;;;;
SUM_SA_005_0108;N;;;;;;;VIRTUAL;;;SA_005;;Operaciones fundamentales;;;;;
SUM_SA_005_0109;N;;;;;;;VIRTUAL;;;SA_005;;Manejo de datos y autorrelleno;;;;;
SUM_SA_005_0110;N;;;;;;;VIRTUAL;;;SA_005;;Hipervínculos y comentarios;;;;;
SUM_SA_005_0111;N;;;;;;;VIRTUAL;;;SA_005;;Operaciones con hojas y ventanas;;;;;
SUM_SA_005_0113;N;;;;;;;VIRTUAL;;;SA_005;;Atajos de teclado;;;;;
SUM_SA_005_0112;N;;;;;;;VIRTUAL;;;SA_005;;Dividir e inmovilizar páneles;;;;;
SUM_SA_005_0114;N;;;;;;;VIRTUAL;;;SA_005;;Formatos numéricos;;;;;
SUM_SA_005_0115;N;;;;;;;VIRTUAL;;;SA_005;;Formatos con función TEXTO;;;;;
SUM_SA_005_0116;N;;;;;;;VIRTUAL;;;SA_005;;Formatos de alineación;;;;;
SUM_SA_005_0117;N;;;;;;;VIRTUAL;;;SA_005;;Formas e imágenes;;;;;
SUM_SA_005_0118;N;;;;;;;VIRTUAL;;;SA_005;;Copiar formato;;;;;
SUM_SA_005_0119;N;;;;;;;VIRTUAL;;;SA_005;;Formatos condicionales;;;;;
SUM_SA_005_0120;N;;;;;;;VIRTUAL;;;SA_005;;Fórmulas y funciones básicas;;;;;
SUM_SA_005_0121;N;;;;;;;VIRTUAL;;;SA_005;;Referencia de celdas;;;;;
SUM_SA_005_0122;N;;;;;;;VIRTUAL;;;SA_005;;Ejemplos de referencias;;;;;
SUM_SA_005_0123;N;;;;;;;VIRTUAL;;;SA_005;;Caso práctico de funciones;;;;;
SUM_SA_005_0124;N;;;;;;;VIRTUAL;;;SA_005;;Asistente de funciones;;;;;
SUM_SA_005_0125;N;;;;;;;VIRTUAL;;;SA_005;;Funciones para redondear;;;;;
SUM_SA_005_0126;N;;;;;;;VIRTUAL;;;SA_005;;Funciones de estadística básica;;;;;
SUM_SA_005_0127;N;;;;;;;VIRTUAL;;;SA_005;;Función transponer;;;;;
SUM_SA_005_0128;N;;;;;;;VIRTUAL;;;SA_005;;Opciones de impresión;;;;;
SUM_SA_005_0129;N;;;;;;;VIRTUAL;;;SA_005;;Búsqueda y reemplazo;;;;;
SUM_SA_005_0130;N;;;;;;;VIRTUAL;;;SA_005;;Ordenar datos;;;;;
SUM_SA_005_0131;N;;;;;;;VIRTUAL;;;SA_005;;Quitar duplicados;;;;;
SUM_SA_005_0132;N;;;;;;;VIRTUAL;;;SA_005;;Filtrar rango de datos;;;;;
SUM_SA_005_0133;N;;;;;;;VIRTUAL;;;SA_005;;Tips esenciales de Excel 1;;;;;
SUM_SA_005_0134;N;;;;;;;VIRTUAL;;;SA_005;;Tips esenciales de Excel 2;;;;;
SUM_SA_005_0135;N;;;;;;;VIRTUAL;;;SA_005;;Introducción Excel Online;;;;;
SUM_SA_005_0136;N;;;;;;;VIRTUAL;;;SA_005;;Compartición de archivos;;;;;
SUM_SA_005_0299;N;;;;;;;VIRTUAL;;;SA_005;;Tips y trucos de Microsoft 365 - Externo;;;;;
CEM_SA_001_0090;N;;;;;;;VIRTUAL;;;SA_001;;Reclutamiento en SFSF;;;;;
SUM_SA_005_0037;N;;;;;;;VIRTUAL;;;SA_005;;Entrenamiento SSFF - Reclutamiento rol reclutador;;;;;
SUM_SA_005_0036;N;;;;;;;VIRTUAL;;;SA_005;;Entrenamiento SSFF - Reclutamiento rol originador;;;;;
SUM_SA_005_0038;N;;;;;;;VIRTUAL;;;SA_005;;Entrenamiento SSFF - Reclutamiento rol asignador de reclutador;;;;;
SUM_SA_005_0039;N;;;;;;;VIRTUAL;;;SA_005;;Entrenamiento SSFF - Reclutamiento rol aprobador;;;;;
CEM_SA_001_0465;N;;;;;;;VIRTUAL;;;SA_001;;Webinar Reclutamiento en SuccessFactors;;;;;
CLS_SA_005_0035;N;;;;;;;VIRTUAL;;;SA_005;;Visualización de datos Power BI;;;;;
SUM_SA_005_0103;N;;;;;;;VIRTUAL;;;SA_005;;Crack de SAP - Introducción;;;;;
CLS_SA_005_0063;N;;;;;;;VIRTUAL;;;SA_005;;Formación en Mercurio;;;;;
CLS_SA_007_0239;N;;;;;;;VIRTUAL;;;SA_007;;Cadena de abastecimiento;;;;;
STRUCTURALIA_1072;Y;;;;;;;VIRTUAL;;;SA_007;;Generación de energía distribuida;;;;;
CLS_SA_007_0250;Y;;;;;;;VIRTUAL;;;SA_007;;Digitalización de la industria Eléctrica 4.0 - Externo;;;;;
CLS_SA_007_0070;Y;;;;;;;VIRTUAL;;;SA_007;;Almacenamiento de energía - Externo;;;;;
CLS_SA_007_0283;Y;;;;;;;VIRTUAL;;;SA_007;;Reliabity Analysis - Externo;;;;;
CLS_SA_002_0063;Y;;;;;;;PRES;;;SA_002;;Taller Protocolo Conflictos de interés;;;;;
CLS_SA_002_0060;Y;;;;;;;VIRTUAL;;;SA_002;;Gestión del riesgo - Externo;;;;;
CLS_SA_002_0068;Y;;;;;;;PRES;;;SA_002;;Políticas de adquisición de derechos inmobiliarios y los requisitos de los estudios de títulos;;;;;
CLS_SA_001_0033;Y;;;;;;;VIRTUAL;;;SA_001;;Design Thinking;;;;;
CEM_SA_001_0605;Y;;;;;;;VIRTUAL;;;SA_001;;Reuniones Efectivas;;;;;
CLS_SA_007_0205;Y;;;;;;;VIRTUAL;;;SA_007;;Modelamiento de plantas en Vcom - Externo;;;;;
CLS_SA_007_0203;Y;;;;;;;VIRTUAL;;;SA_007;;Arquitectura de solución Meteocontrol - Externo;;;;;
CLS_SA_007_0204;Y;;;;;;;VIRTUAL;;;SA_007;;Básico Vcom - Externo;;;;;
STRUCTURALIA_1094;Y;;;;;;;VIRTUAL;;;SA_007;;Smart Grids. La clave de la transición energética;;;;;
CLS_SA_007_0295;Y;;;;;;;PRES;;;SA_007;;Web Call Center;;;;;
STRUCTURALIA_1310;Y;;;;;;;VIRTUAL;;;SA_001;;Escucha y empatía;;;;;
STRUCTURALIA_1307;Y;;;;;;;VIRTUAL;;;SA_001;;Decisión efectiva;;;;;
STRUCTURALIA_1314;Y;;;;;;;VIRTUAL;;;SA_001;;Orientación al logro;;;;;
STRUCTURALIA_1309;Y;;;;;;;VIRTUAL;;;SA_001;;Dirección eficaz;;;;;
STRUCTURALIA_1304;Y;;;;;;;VIRTUAL;;;SA_001;;Adaptación al cambio;;;;;
STRUCTURALIA_1306;Y;;;;;;;VIRTUAL;;;SA_001;;Cooperación para colaborar;;;;;
